lat,lon,pickup_cluster
-34.91,21.12,1
-35.06,19.79,1
-34.7,18.53,1
-34.2,17.34,1
-33.72,16.4,1
-33.63,16.19,1
-33.1,14.93,1
-32.57,13.68,1
-32.04,12.44,1
-31.6,11.42,1
-31.52,11.22,1
-31.03,10.06,1
-30.86,8.79,1
-30.72,7.51,1
-30.6,6.45,1
-30.57,6.22,1
-30.42,4.84,1
-30.26,3.46,1
-30.11,2.09,1
-29.95,0.72,1
-29.8,-0.66,1
-29.64,-2.04,1
-29.49,-3.41,1
-29.33,-4.78,1
-29.17,-6.2,1
-29.01,-7.62,1
-28.84,-9.04,1
-28.68,-10.45,1
-28.65,-10.68,1
-28.51,-11.86,4
-28.35,-13.28,4
-28.19,-14.69,4
-28.03,-16.1,4
-28,-16.33,4
-27.87,-17.5,4
-27.71,-18.9,4
-27.55,-20.29,4
-27.39,-21.68,4
-27.37,-21.92,4
-27.23,-23.07,4
-27.07,-24.44,4
-26.91,-25.82,4
-26.75,-27.19,4
-26.7,-27.65,4
-26.59,-28.57,4
-26.43,-29.96,4
-26.27,-31.34,4
-26.1,-32.72,4
-26.05,-33.18,4
-25.95,-34,4
-25.95,-34.11,4
-25.97,-35.48,4
-25.98,-36.28,4
-25.99,-36.91,4
-26.02,-38.41,4
-26.03,-39.17,4
-26.05,-39.93,4
-26.08,-41.45,4
-26.11,-42.97,4
-26.14,-44.49,4
-26.15,-45.25,4
-26.16,-46.01,4
-26.17,-47.52,4
-26.18,-48.4,4
-26.19,-48.49,4
-26.19,-47.77,4
-26.2,-46.33,4
-25.56,-45.09,4
-25.22,-44.48,4
-24.71,-44.15,4
-23.69,-43.5,4
-23.06,-43.1,4
-22.98,-43.16,4
-23.08,-43.03,4
-23.5,-42.47,4
-23.77,-41.87,4
-24.31,-40.67,4
-24.84,-39.46,4
-25.36,-38.24,4
-25.62,-37.63,4
-25.88,-36.99,4
-26.4,-35.71,4
-26.91,-34.41,4
-27.41,-33.1,4
-27.65,-32.45,4
-27.89,-31.79,4
-28.35,-30.47,4
-28.8,-29.14,4
-29.24,-27.79,4
-29.38,-27.35,4
-29.66,-26.47,4
-30.06,-25.13,4
-30.45,-23.78,4
-30.83,-22.43,4
-30.95,-21.98,4
-31.19,-21.06,4
-31.54,-19.67,4
-31.88,-18.27,4
-32.2,-16.86,4
-32.25,-16.63,4
-32.51,-15.38,4
-32.81,-13.87,4
-33.1,-12.35,4
-33.36,-10.82,1
-33.4,-10.58,1
-33.6,-9.34,1
-33.82,-7.85,1
-34.02,-6.35,1
-34.21,-4.84,1
-34.23,-4.6,1
-34.37,-3.35,1
-34.52,-1.84,1
-34.64,-0.32,1
-34.75,1.18,1
-34.84,2.67,1
-34.9,4.16,1
-34.95,5.66,1
-34.98,7.13,1
-35.03,8.7,1
-35.05,10.26,1
-35.06,11.83,1
-35.05,13.12,1
-35.05,13.36,1
-35.07,14.83,1
-35.1,16.29,1
-35.12,17.76,1
-35.13,18.98,1
-35.14,19.22,1
-35.18,20.62,1
-35.09,22.02,1
-35.06,23.42,1
-35.05,24.35,1
-35.05,24.8,1
-35.03,26.14,6
-35.02,27.48,6
-35.01,28.82,6
-35,29.72,6
-34.94,30.2,6
-34.52,31.58,6
-34.08,32.96,6
-33.62,34.31,6
-33.32,35.2,6
-33.16,35.63,6
-32.69,36.91,6
-32.21,38.18,6
-31.72,39.44,6
-31.47,40.05,6
-31.23,40.62,6
-30.75,41.76,6
-30.26,42.89,6
-29.77,44,6
-29.52,44.55,6
-29.26,45.11,6
-28.74,46.22,6
-28.21,47.31,6
-27.67,48.4,6
-27.4,48.93,6
-27.12,49.48,6
-26.55,50.57,6
-25.97,51.65,6
-25.38,52.72,6
-25.18,53.07,6
-24.77,53.79,6
-24.15,54.87,6
-23.52,55.94,6
-22.88,57,6
-22.67,57.35,6
-22.23,58.05,6
-21.58,59.1,6
-20.92,60.13,6
-20.26,61.16,6
-20.03,61.5,6
-19.61,62.14,2
-18.97,63.09,2
-18.33,64.04,2
-17.68,64.97,2
-17.47,65.28,2
-17.05,65.88,2
-16.42,66.76,2
-15.78,67.65,2
-15.14,68.52,2
-15.03,68.67,2
-14.48,69.42,2
-13.81,70.33,2
-13.14,71.22,2
-12.46,72.12,2
-12.35,72.27,2
-11.79,72.99,2
-11.12,73.86,2
-10.45,74.72,2
-9.77,75.58,2
-9.08,76.45,2
-8.39,77.32,2
-7.7,78.19,2
-7,79.05,2
-6.22,80.01,2
-5.43,80.97,2
-4.64,81.92,2
-3.98,82.72,2
-3.85,82.88,2
-3.04,83.86,2
-2.23,84.84,2
-1.43,85.82,2
-0.75,86.63,2
-0.62,86.79,2
0.19,87.76,2
0.99,88.72,2
1.79,89.69,2
2.47,90.5,2
2.62,90.68,2
3.52,91.78,2
4.43,92.88,2
5.33,93.98,5
5.93,94.72,5
6.08,95.15,5
5.83,96.5,5
5.54,97.85,5
4.66,98.88,5
4.03,99.55,5
3.73,99.88,5
2.84,100.91,5
2.08,102.02,5
1.39,103.18,5
1.24,103.96,5
1.25,104.03,5
1.27,104.17,5
2.43,104.96,5
3.71,105.67,5
4.53,106.2,5
4.89,106.47,5
5.98,107.26,5
7.06,108.06,5
8.14,108.86,5
8.87,109.4,5
9.21,109.71,5
10.22,110.65,5
11.24,111.6,5
12.25,112.55,5
12.93,113.2,5
13.21,113.48,0
14.03,114.34,0
14.85,115.2,0
15.67,116.06,0
16.22,116.63,0
16.47,116.91,0
17.21,117.74,0
17.96,118.57,0
18.68,119.38,0
18.68,119.42,0
18.68,120.13,0
18.9,120.44,0
19.87,120.9,0
20.94,121.09,0
21.99,121.37,0
22.67,121.65,0
23.09,121.79,0
24.36,122.21,0
25.62,122.64,0
26.89,123.08,0
27.73,123.37,0
28.15,123.47,0
29.42,123.78,0
30.68,124.1,0
31.95,123.96,0
32.8,123.77,0
33.33,123.67,0
34.12,122.02,0
34.73,120.22,0
35,119.4,0
45.03,36.48,9
44.83,36.34,9
44.03,34.84,9
43.68,34.02,9
43.35,33.22,9
42.68,31.65,9
42.01,30.1,9
41.62,29.2,9
41.41,29.16,9
40.97,28.96,9
40.85,28.34,9
40.77,27.69,9
40.56,27.1,9
40.29,26.56,9
40.02,26.08,9
38.81,25.7,9
37.47,25.87,9
36.88,26.3,9
36.38,26.87,9
35.38,28,9
34.38,29.11,9
33.37,30.21,9
32.7,30.93,9
32.37,31.29,9
31.5,32.23,2
29.67,32.52,2
28.82,32.88,2
27.75,33.8,2
27.03,34.42,2
26.65,34.7,2
25.51,35.54,2
24.37,36.38,2
23.22,37.21,2
22.65,37.62,2
22.08,38.03,2
20.93,38.83,2
19.59,39.18,2
18.25,39.53,2
17.58,39.7,2
17.04,40.06,2
16,40.87,2
14.93,41.62,2
13.84,42.35,2
13.37,42.78,2
12.91,43.18,2
12.22,44.16,2
11.93,45.32,2
12.31,46.53,2
12.5,47.13,2
12.72,47.84,2
13.17,49.24,2
13.61,50.65,2
14.05,52.06,2
14.2,52.53,2
14.41,53.49,2
14.44,54.91,2
13.89,56.27,2
13.35,57.63,2
13.17,58.08,2
12.84,58.97,2
12.36,60.3,2
11.88,61.62,2
11.39,62.94,2
11.23,63.38,2
10.94,64.26,2
10.51,65.58,2
10.07,66.9,2
9.64,68.21,2
9.57,68.43,2
9.21,69.53,2
8.77,70.84,2
8.34,72.15,2
7.95,73.48,2
7.9,73.7,2
7.55,74.81,2
7.13,76.13,2
6.71,77.46,2
6.28,78.78,2
5.87,80.11,2
5.83,80.22,2
5.8,80.3,2
5.72,80.75,2
5.77,82.13,2
5.82,83.52,2
5.86,84.9,2
5.89,86.29,2
5.93,87.68,2
5.97,88.83,2
5.97,89.06,2
6.02,90.42,2
6.06,91.78,2
6.1,93.13,2
6.13,94.27,5
6.14,94.49,5
6.08,95.86,5
5.92,97.21,5
5.36,98.38,5
4.55,99.18,5
4.39,99.34,5
3.45,100.28,5
2.62,101.3,5
1.84,102.36,5
1.42,103.13,5
1.13,103.5,5
1.15,103.78,5
1.23,103.97,5
1.25,104.09,5
1.87,104.72,5
2.29,104.91,5
3.52,105.55,5
4.69,106.31,5
5.86,107.07,5
6.63,107.58,5
7.03,107.84,5
8.21,108.59,5
9.39,109.35,5
10.64,109.97,5
11.77,110.05,5
12.01,110.04,5
13.49,110.04,5
14.84,109.61,0
16.21,109.09,0
17.42,108.85,0
17.63,108.74,0
18.88,108.05,0
20.14,107.37,0
20.62,107.1,0
21.58,72.45,2
20.63,71.99,2
19.94,71.06,2
18.84,70.7,2
18.75,70.67,2
17.78,70.48,2
16.72,70.28,2
15.67,70.08,2
14.61,69.88,2
14.43,69.85,2
13.5,69.68,2
12.39,69.47,2
11.27,69.26,2
10.15,69.05,2
9.97,69.02,2
8.95,68.83,2
7.73,68.6,2
6.51,68.38,2
5.29,68.15,2
5.08,68.12,2
4.07,67.93,2
2.86,67.71,2
1.65,67.49,2
0.44,67.27,2
0.23,67.23,2
-0.76,67.05,2
-1.94,66.84,2
-3.13,66.62,2
-4.32,66.4,2
-4.52,66.37,2
-5.51,66.19,2
-6.71,65.97,2
-7.91,65.76,2
-9.1,65.54,2
-9.5,65.47,2
-10.17,65.34,2
-11.17,65.16,2
-12.12,64.87,2
-13.11,63.87,2
-13.47,63.52,2
-14,62.98,2
-14.79,62.18,2
-15.59,61.37,2
-16.38,60.55,2
-16.65,60.28,2
-17.13,59.63,6
-17.84,58.64,6
-18.56,57.65,6
-19.28,56.65,6
-19.52,56.32,6
-20,55.62,6
-20.73,54.58,6
-21.45,53.53,6
-22.18,52.47,6
-22.42,52.12,6
-22.9,51.4,6
-23.63,50.31,6
-24.36,49.22,6
-25.09,48.12,6
-25.45,47.57,6
-25.73,46.92,6
-26.27,45.63,6
-26.82,44.33,6
-27.38,43.02,6
-27.65,42.37,6
-27.89,41.79,6
-28.36,40.64,6
-28.84,39.48,6
-29.31,38.32,6
-29.55,37.73,6
-29.8,37.13,6
-30.29,35.92,6
-30.78,34.71,6
-31.27,33.48,6
-31.6,32.67,6
-31.77,32.24,6
-32.28,30.95,6
-32.79,29.65,6
-33.29,28.34,6
-33.63,27.47,6
-33.78,27.1,6
-34.21,25.99,6
-34.47,24.8,1
-34.66,23.59,1
-34.72,22.77,1
-34.77,22.35,1
-34.91,21.08,1
-34.96,19.81,1
-34.98,18.53,1
-34.97,17.68,1
-34.97,17.33,1
-34.97,16.28,1
-34.97,15.22,1
-34.97,14.16,1
-34.97,13.28,1
-34.97,13.07,1
-34.97,11.83,1
-34.98,10.58,1
-34.98,9.33,1
-34.98,8.28,1
-34.98,8.08,1
-34.99,6.87,1
-34.99,5.66,1
-35,4.45,1
-35,3.23,1
-35,1.98,1
-35,0.72,1
-35,-0.54,1
-35,-1.8,1
-35,-3.12,1
-35.01,-4.44,1
-35.01,-5.76,1
-35.02,-7.08,1
-35.02,-8.38,1
-35.02,-9.68,1
-35.02,-10.97,1
-35.02,-12.27,4
-35.02,-12.48,4
-35.02,-13.56,4
-35.02,-14.84,4
-35.03,-16.13,4
-35.03,-17.42,4
-35.03,-17.63,4
-35.04,-18.72,4
-35.04,-20.03,4
-35.05,-21.34,4
-35.05,-22.65,4
-35.05,-22.87,4
-35.05,-24.08,4
-35.05,-25.53,4
-35.05,-26.98,4
-35.05,-28.43,4
-35.05,-28.92,4
-35.05,-29.83,4
-35.05,-31.19,4
-35.06,-32.56,4
-35.06,-33.93,4
-35.07,-34.38,4
-35.08,-35.04,4
-35.11,-36.03,4
-35.13,-37.02,4
-34.79,-37.84,4
-34.43,-38.08,4
-34.48,-38.71,4
-34.56,-39.95,4
-34.65,-41.2,4
-34.74,-42.44,4
-34.78,-43.07,4
-34.82,-43.77,4
-34.9,-45.18,4
-34.97,-46.59,4
-35.05,-47.99,4
-35.08,-48.7,4
-35.15,-49.43,4
-35.28,-50.89,4
-35.28,-52.36,4
-35.15,-53.82,4
-35.08,-54.55,4
-35.1,-55.3,4
-4,115.7,5
-4.55,115.13,5
-4.75,114.42,5
-4.77,114.04,5
-4.83,112.9,5
-4.72,111.8,5
-4.31,110.74,5
-4.03,110.03,5
-3.88,109.72,5
-3.11,109.24,5
-2.31,108.87,5
-1.7,108.07,5
-1.15,107.63,5
-0.9,107.39,5
-0.11,106.68,5
0.81,106.15,5
1.45,105.31,5
1.5,104.65,5
1.25,104.02,5
1.8,104.81,5
2.5,104.9,5
2.85,104.97,5
3.75,105.46,5
4.58,106.11,5
5.41,106.76,5
5.97,107.2,5
6.2,107.37,5
6.9,107.87,5
7.6,108.37,5
8.3,108.88,5
8.77,109.22,5
9.05,109.41,5
9.92,109.97,5
10.88,110.29,5
11.89,110.49,5
12.57,110.62,5
12.92,110.63,5
14,110.64,0
15.03,110.47,0
15.94,109.89,0
16.55,109.5,0
16.85,109.3,0
17.76,108.71,0
18.66,108.12,0
19.69,108,0
20.4,108.02,0
20.76,108.03,0
21.25,108.42,0
13.87,120.8,0
13.58,120.89,0
12.78,121.66,0
11.93,121.75,0
11.52,121.75,0
11.31,121.74,0
10.35,121.4,0
9.23,120.86,5
8.03,120.51,5
7.23,120.28,5
6.85,120.15,5
5.7,119.81,5
4.52,119.61,5
3.37,119.37,5
2.67,118.98,5
2.32,118.86,5
1.95,118.33,5
1.97,118.23,5
2.31,118.92,5
3.03,119.07,5
3.33,119.22,5
4.25,119.66,5
5.24,119.54,5
6.22,119.3,5
6.88,119.13,5
7.29,119.04,5
8.18,118.31,5
7.69,117.26,5
7.94,116.09,5
8.2,115.28,5
8.08,114.9,5
7.8,113.76,5
7.95,112.58,5
8.36,111.47,5
8.73,110.55,5
8.79,110.37,5
9.14,109.26,5
9.48,108.15,5
10.07,107.22,5
10.18,107.15,5
25.28,119.65,0
25.37,119.96,0
25.93,120.84,0
25.44,121.88,0
25,122.5,0
24.65,122.4,0
23.58,122.11,0
22.6,121.62,0
21.99,121.17,0
21.71,120.94,0
21.15,120.47,0
20.84,120.2,0
20.36,119.81,0
19.85,119.39,0
18.83,118.54,0
17.72,117.89,0
16.93,118.15,0
16.55,118.37,0
15.4,119.04,0
14.24,119.71,0
13.11,120.4,0
12.37,120.88,0
11.98,121.09,0
10.75,121.27,0
9.59,120.71,5
8.38,120.24,5
7.55,119.98,5
7.13,119.85,5
5.88,119.51,5
4.58,119.59,5
3.27,119.48,5
2.4,119.42,5
1.94,119.39,5
0.58,119.25,5
-0.77,119,5
-2.13,118.74,5
-3.02,118.53,5
-3.36,118.21,5
-4.2,117.15,5
-4.24,115.77,5
-4.13,115.2,5
-4.11,115.18,5
-4.29,116.11,5
-3.85,117.16,5
-3.77,117.93,5
-3.48,118.18,5
-2.41,118.63,5
-1.26,118.87,5
-0.1,119.12,5
0.67,119.28,5
1.04,119.35,5
2.18,119.43,5
3.33,119.5,5
4.47,119.58,5
5.22,119.7,5
5.59,119.78,5
6.72,120.01,5
7.84,120.23,5
8.97,120.46,5
9.67,120.75,5
10.03,120.94,5
11.15,121.31,0
12.3,120.87,0
13.34,120.24,0
14,119.75,0
14.33,119.48,0
15.32,118.67,0
16.3,117.86,0
17.29,117.05,0
17.95,116.5,0
18.33,116.27,0
19.45,115.59,0
20.58,114.9,0
21.7,114.2,0
22.13,113.8,0
22.72,69.92,2
22.63,69.03,2
21.65,67.97,2
20.38,67.24,2
19.12,66.53,2
19.02,66.47,2
18.01,65.61,2
16.91,64.67,2
15.81,63.75,2
14.71,62.83,2
14.62,62.75,2
13.6,61.93,2
12.49,61.04,2
11.38,60.16,2
10.27,59.28,2
10.08,59.13,2
9.15,58.41,2
8.03,57.55,2
6.91,56.69,2
5.79,55.84,2
5.42,55.55,2
4.65,54.97,2
3.51,54.1,2
2.36,53.24,2
1.22,52.37,2
0.83,52.08,2
0.1,51.52,2
-0.99,50.68,2
-2.08,49.83,2
-3.17,48.99,6
-3.72,48.57,6
-4.29,48.14,6
-5.44,47.28,6
-6.58,46.41,6
-7.73,45.55,6
-8.3,45.12,6
-8.87,44.67,6
-10.02,43.78,6
-11.22,42.99,6
-12.55,42.41,6
-13.22,42.12,6
-13.9,41.98,6
-15.27,41.72,6
-16.56,41.24,6
-17.79,40.56,6
-18.4,40.22,6
-18.96,39.86,6
-20.09,39.14,6
-21.21,38.41,6
-22.34,37.68,6
-22.9,37.32,6
-23.4,36.8,6
-24.47,35.85,6
-25.69,35.13,6
-26.9,34.39,6
-27.72,33.9,6
-28.04,33.53,6
-29.08,32.55,6
-30.28,31.81,6
-31.49,31.06,6
-32.27,30.5,6
-32.52,30.09,6
-33.28,28.87,6
-34.02,27.61,6
-34.15,26.08,6
-34.23,25.05,1
-34.32,24.58,1
-34.58,23.16,1
-34.83,21.74,1
-34.99,20.3,1
-34.85,19.35,1
-34.72,18.79,1
-34.35,17.13,1
-33.97,15.47,1
-33.6,13.82,1
-33.28,12.45,1
-33.23,12.21,1
-32.91,10.77,1
-32.6,9.33,1
-32.28,7.9,1
-32.02,6.72,1
-31.96,6.48,1
-31.6,5.03,1
-31.25,3.58,1
-30.89,2.15,1
-30.53,0.72,1
-30.17,-0.8,1
-29.81,-2.32,1
-29.45,-3.83,1
-29.08,-5.33,1
-28.72,-6.86,1
-28.35,-8.38,1
-27.98,-9.89,1
-27.61,-11.4,4
-27.55,-11.65,4
-27.24,-12.89,4
-26.88,-14.37,4
-26.51,-15.85,4
-26.14,-17.32,4
-26.08,-17.57,4
-25.79,-18.81,4
-25.44,-20.29,4
-25.09,-21.77,4
-24.73,-23.24,4
-24.62,-23.73,4
-24.36,-24.7,4
-23.98,-26.15,4
-23.61,-27.6,4
-23.23,-29.04,4
-23.1,-29.52,4
-22.85,-30.48,4
-22.49,-31.92,4
-22.12,-33.36,4
-21.75,-34.8,4
-21.57,-35.52,4
-21.38,-36.24,4
-21.01,-37.68,4
-20.63,-39.11,4
-20.42,-39.95,4
-20.42,-40.22,4
-20.8,-40.17,4
-21.88,-40.48,4
-22.71,-41.32,4
-23.11,-42.39,4
-23.07,-42.93,4
-23,-43.12,4
-23.17,-42.5,4
-23.4,-41.3,4
-23.62,-40.1,4
-23.73,-39.5,4
-23.86,-38.9,4
-24.1,-37.7,4
-24.35,-36.49,4
-24.59,-35.29,4
-24.72,-34.68,4
-24.84,-34.06,4
-25.1,-32.82,4
-25.35,-31.58,4
-25.6,-30.33,4
-25.72,-29.7,4
-25.85,-29.06,4
-26.11,-27.77,4
-26.37,-26.48,4
-26.63,-25.18,4
-26.72,-24.75,4
-26.86,-24.01,4
-27.09,-22.89,4
-27.31,-21.78,4
-27.48,-20.94,4
-27.56,-20.52,4
-27.67,-19.97,4
-27.82,-19.17,4
-28.06,-17.96,4
-28.29,-16.76,4
-28.53,-15.55,4
-28.57,-15.35,4
-28.76,-14.36,4
-28.99,-13.16,4
-29.23,-11.97,4
-29.46,-10.77,1
-29.5,-10.57,1
-29.68,-9.62,1
-29.9,-8.47,1
-30.13,-7.32,1
-30.35,-6.17,1
-30.38,-5.98,1
-30.57,-5.03,1
-30.79,-3.88,1
-31.01,-2.74,1
-31.23,-1.58,1
-31.45,-0.43,1
-31.67,0.72,1
-31.88,1.87,1
-32.1,3.03,1
-32.34,4.29,1
-32.58,5.55,1
-32.81,6.82,1
-33.05,8.08,1
-33.28,9.35,1
-33.52,10.62,1
-33.75,11.9,1
-33.95,12.97,1
-33.99,13.16,1
-34.2,14.32,1
-34.42,15.49,1
-34.64,16.66,1
-34.75,17.24,1
-34.85,17.77,1
-34.93,17.97,1
-35.3,19.25,1
-35.21,20.63,1
-35.11,22.01,1
-35.03,23.15,1
-35.02,23.35,1
-34.96,24.58,1
-34.89,25.8,6
-34.83,27.02,6
-34.78,27.83,6
-34.75,28.22,6
-34.64,29.39,6
-34.45,30.53,6
-34.09,31.62,6
-33.85,32.33,6
-33.72,32.72,6
-33.34,33.87,6
-32.94,35,6
-32.54,36.13,6
-32.27,36.87,6
-32.09,37.27,6
-31.57,38.48,6
-31.03,39.67,6
-30.48,40.85,6
-30.2,41.43,6
-29.86,41.95,6
-29.19,42.97,6
-28.5,43.98,6
-27.81,44.98,6
-27.47,45.47,6
-27.12,45.98,6
-26.42,47,6
-25.72,48,6
-25.01,48.99,6
-24.65,49.48,6
-24.27,49.98,6
-23.51,50.97,6
-22.77,51.97,6
-22.07,52.99,6
-21.83,53.33,6
-21.45,53.82,6
-21.4,53.88,6
-20.71,54.7,6
-20.13,55.71,6
-19.71,56.82,6
-19.57,57.18,6
-19.22,57.85,6
-18.7,58.85,6
-18.18,59.84,6
-17.64,60.83,2
-17.47,61.15,2
-17.04,61.79,2
-16.4,62.73,2
-15.76,63.68,2
-15.11,64.61,2
-15,64.77,2
-14.48,65.54,2
-13.85,66.46,2
-13.21,67.37,2
-12.57,68.28,2
-12.47,68.43,2
-11.98,69.16,2
-11.39,70.03,2
-10.8,70.89,2
-10.2,71.75,2
-9.59,72.66,2
-8.98,73.56,2
-8.37,74.47,2
-7.75,75.37,2
-7.12,76.29,2
-6.49,77.21,2
-5.86,78.13,2
-5.33,78.9,2
-5.23,79.04,2
-4.64,79.89,2
-4.05,80.74,2
-3.46,81.59,2
-2.97,82.3,2
-2.86,82.45,2
-2.23,83.34,2
-1.6,84.23,2
-0.96,85.12,2
-0.43,85.87,2
-0.33,86.02,2
0.32,86.93,2
0.96,87.84,2
1.6,88.74,2
2.03,89.35,2
2.25,89.65,2
2.91,90.57,2
3.57,91.48,2
4.23,92.39,2
4.67,93,2
4.9,93.32,2
5.6,94.28,5
6.05,95.3,5
5.79,96.46,5
5.62,97.23,5
5.46,97.59,5
4.99,98.64,5
4.22,99.49,5
3.43,100.34,5
2.9,100.9,5
2.69,101.22,5
1.99,102.13,5
1.42,103.12,5
1.13,103.5,5
1.25,104.08,5
1.39,104.44,5
2.47,104.99,5
3.2,105.33,5
3.53,105.53,5
4.51,106.13,5
5.49,106.73,5
6.48,107.33,5
7.13,107.73,5
7.47,107.94,5
8.5,108.55,5
9.52,109.17,5
10.55,109.79,5
11.23,110.2,5
11.54,110.47,5
12.46,111.27,5
13.42,112,0
14.5,112.57,0
15.22,112.95,0
15.56,113.18,0
16.59,113.85,0
17.62,114.52,0
18.66,115.2,0
19.35,115.65,0
19.7,115.83,0
20.74,116.36,0
21.78,116.9,0
22.82,117.44,0
23.37,117.98,0
23.59,118.3,0
24.28,119.26,0
25.04,120.14,0
25.99,120.79,0
26.62,121.23,0
26.96,121.43,0
27.97,122.03,0
29,122.62,0
29.55,122.63,0
-24.13,-46.27,4
-24.43,-46.01,4
-25.31,-45.24,4
-25.76,-44.12,4
-26.13,-42.94,4
-26.25,-42.55,4
-26.6,-41.72,4
-27.11,-40.47,4
-27.61,-39.21,4
-28.09,-37.94,4
-28.25,-37.52,4
-28.61,-36.66,4
-29.13,-35.36,4
-29.64,-34.06,4
-30.14,-32.73,4
-30.3,-32.3,4
-30.61,-31.4,4
-31.07,-30.05,4
-31.52,-28.68,4
-31.95,-27.3,4
-32.08,-26.85,4
-32.37,-25.91,4
-32.78,-24.48,4
-33.18,-23.05,4
-33.56,-21.6,4
-33.62,-21.37,4
-33.89,-20.16,4
-34.21,-18.69,4
-34.51,-17.22,4
-34.79,-15.73,4
-34.83,-15.5,4
-35.08,-14.24,4
-35.35,-12.72,4
-35.61,-11.18,1
-35.85,-9.64,1
-35.88,-9.4,1
-36.01,-8.12,1
-36.14,-6.58,1
-36.26,-5.03,1
-36.35,-3.5,1
-36.5,-1.95,1
-36.62,-0.4,1
-36.73,1.16,1
-36.82,2.7,1
-36.89,4.28,1
-36.95,5.87,1
-36.99,7.46,1
-37,9.03,1
-37,10.64,1
-37,12.24,1
-37,13.85,1
-37,15.18,1
-37,15.42,1
-37,16.86,1
-37,18.3,1
-37,19.74,1
-37,20.93,1
-37,21.18,1
-37,22.64,1
-37,24.11,1
-37,25.57,6
-37,26.55,6
-37,27.06,6
-37,28.6,6
-37,30.14,6
-36.94,31.68,6
-36.9,32.7,6
-36.89,33.2,6
-36.84,34.7,6
-36.78,36.19,6
-36.69,37.69,6
-36.67,38.67,6
-36.59,39.13,6
-36.36,40.52,6
-36.11,41.91,6
-35.85,43.28,6
-35.72,43.95,6
-35.61,44.61,6
-35.38,45.94,6
-35.14,47.25,6
-34.88,48.56,6
-34.75,49.2,6
-34.59,49.86,6
-34.26,51.16,6
-33.92,52.46,6
-33.56,53.74,6
-33.38,54.37,6
-33.2,55.05,6
-32.83,56.41,6
-32.45,57.76,6
-32.05,59.1,6
-31.92,59.53,6
-31.64,60.33,6
-31.21,61.52,6
-30.77,62.69,6
-30.32,63.86,6
-30.17,64.23,6
-29.92,64.9,6
-29.56,65.9,6
-29.18,66.88,6
-28.79,67.86,6
-28.67,68.18,6
-28.34,68.96,2
-27.84,70.12,2
-27.32,71.26,2
-26.8,72.4,2
-26.72,72.58,2
-26.19,73.64,2
-26.09,73.85,2
-26.09,73.84,2
-25.93,74.17,2
-25.49,75.06,2
-25.06,75.94,2
-24.98,76.08,2
-24.56,76.96,2
-24.05,78,2
-23.53,79.04,2
-23,80.07,2
-22.92,80.23,2
-22.43,81.07,2
-21.84,82.08,2
-21.25,83.07,2
-20.65,84.06,2
-20.55,84.22,2
-20.07,85.05,2
-19.48,86.04,2
-18.89,87.02,2
-18.3,88,2
-17.67,89.01,2
-17.03,90.01,2
-16.38,91.01,2
-15.73,92,2
-15.07,92.98,2
-14.41,93.94,2
-13.74,94.91,2
-13.07,95.87,5
-12.43,96.79,5
-11.8,97.71,5
-11.16,98.62,5
-10.52,99.53,5
-9.83,100.47,5
-9.15,101.4,5
-8.46,102.33,5
-7.88,103.1,5
-7.76,103.24,5
-6.99,104.07,5
-6.38,104.98,5
-5.86,105.88,5
-5.28,106.62,5
-5.17,106.78,5
-4.3,107.45,5
-3.11,107.34,5
-1.92,107.28,5
-0.97,107.02,5
-0.78,107.01,5
0.35,106.95,5
1.47,106.89,5
2.6,106.83,5
3.53,106.78,5
3.7,106.79,5
4.7,106.86,5
5.71,106.92,5
6.71,106.98,5
7.55,107.03,5
7.72,107.04,5
8.72,107.06,5
9.72,107.09,5
10.22,107.1,5
-4,115.67,5
-4.12,115.55,5
-5.14,115.67,5
-5.48,116.87,5
-4.92,117.47,5
-4.6,117.68,5
-3.66,118.33,5
-2.58,118.53,5
-1.44,118.59,5
-0.7,118.75,5
-0.34,118.83,5
0.68,119.23,5
1.76,119.44,5
2.86,119.54,5
3.6,119.6,5
3.98,119.62,5
5.13,119.65,5
6.25,119.9,5
7.39,120.05,5
8.14,120.15,5
8.53,120.2,5
9.69,120.32,5
10.84,120.45,0
11.97,120.71,0
12.65,120.62,0
13,120.39,0
14.02,119.67,0
15.02,118.94,0
16.03,118.2,0
16.7,117.71,0
17.03,117.45,0
18.01,116.66,0
19,115.87,0
19.99,115.08,0
20.64,114.55,0
20.99,114.32,0
21.89,113.86,0
21.42,108.37,0
20.78,108.2,0
19.6,108.11,0
18.49,108.3,0
18,108.95,0
17.75,109.29,0
17,110.31,0
16.25,111.33,0
15.65,112.43,0
15.3,113.2,0
15.14,113.61,0
14.67,114.83,0
14.2,116.05,0
13.73,117.27,0
13.42,118.08,0
13.3,118.48,0
12.95,119.68,0
12.24,120.6,0
11.05,120.48,0
10.05,120.57,5
9.85,120.54,5
8.68,120.38,5
7.52,120.15,5
6.35,119.92,5
5.38,119.72,5
5.18,119.69,5
3.93,119.54,5
2.69,119.42,5
1.44,119.29,5
0.5,118.92,5
0.34,118.79,5
-0.64,118.05,5
-1.37,117.12,5
-1.3,116.95,5
-1.51,117.3,5
-2.08,117.87,5
-2.36,118.15,5
-3.44,118.25,5
-4.55,117.9,5
-5.51,117.18,5
-6.1,116.65,5
-6.1,116.24,5
-6.09,115.01,5
-5.97,113.81,5
-5.4,112.72,5
-5.02,112,5
-4.83,111.67,5
