lat,lon,pickup_cluster
-34.83,18.79,1
-34.67,17.3,1
-34.61,15.79,1
-34.56,14.29,1
-34.52,13.03,1
-34.51,12.8,1
-34.46,11.37,1
-34.42,9.95,1
-34.37,8.53,1
-34.33,7.35,1
-34.26,7.15,1
-33.79,5.95,1
-33.33,4.76,1
-32.87,3.57,1
-32.42,2.38,1
-31.92,1.14,1
-31.42,-0.1,1
-30.93,-1.34,1
-30.43,-2.57,1
-29.91,-3.87,1
-29.39,-5.18,1
-28.86,-6.47,1
-28.34,-7.75,1
-28.25,-7.97,1
-27.54,-8.89,1
-26.76,-10.04,1
-26.86,-11.45,4
-27.23,-12.85,4
-27.28,-13.08,4
-27.41,-14.1,4
-27.57,-15.32,4
-27.72,-16.54,4
-27.87,-17.76,4
-27.9,-17.97,4
-28.04,-19.03,4
-28.21,-20.31,4
-28.38,-21.59,4
-28.53,-22.87,4
-28.58,-23.3,4
-28.71,-24.22,4
-28.9,-25.6,4
-29.08,-26.98,4
-29.26,-28.37,4
-29.32,-28.83,4
-29.43,-29.74,4
-29.6,-31.11,4
-29.78,-32.47,4
-29.96,-33.84,4
-30.02,-34.3,4
-30.13,-35.24,4
-30.31,-36.64,4
-30.49,-38.05,4
-30.66,-39.46,4
-30.72,-39.93,4
-30.84,-40.9,4
-31.03,-42.36,4
-31.15,-43.83,4
-31.26,-45.3,4
-31.32,-46.03,4
-31.44,-46.8,4
-31.68,-48.35,4
-31.93,-49.89,4
-32.17,-51.44,4
-32.23,-51.83,4
33.57,120.78,0
33.63,121.83,0
32.84,123.06,0
31.53,123.38,0
30.6,123.33,0
30.15,123.24,0
28.8,122.95,0
27.56,122.33,0
26.39,121.52,0
25.62,120.98,0
25.26,120.7,0
24.15,119.94,0
22.88,119.77,0
21.65,119.28,0
20.83,118.95,0
20.46,118.67,0
19.35,117.84,0
18.24,117.01,0
17.12,116.19,0
16.38,115.65,0
16,115.39,0
14.84,114.61,0
13.73,113.77,0
12.61,112.94,5
11.87,112.38,5
11.49,112.1,5
10.34,111.26,5
9.2,110.42,5
8.06,109.59,5
7.3,109.03,5
6.96,108.71,5
5.94,107.73,5
4.92,106.76,5
3.9,105.79,5
3.17,105.22,5
2.74,105.03,5
1.44,104.46,5
1.28,104.17,5
1.27,103.97,5
1.21,103.55,5
1.91,102.35,5
2.73,101.22,5
3.64,100.15,5
4.28,99.47,5
4.55,99.08,5
5.34,97.93,5
5.85,96.66,5
6.08,95.28,5
5.57,94.25,5
5.44,94.07,5
4.7,92.97,2
3.95,91.87,2
3.2,90.78,2
2.58,89.87,2
2.45,89.69,2
1.68,88.65,2
0.94,87.59,2
0.24,86.5,2
-0.45,85.4,2
-1.17,84.35,2
-1.88,83.31,2
-2.6,82.26,2
-3.32,81.21,2
-4.06,80.12,2
-4.81,79.02,2
-5.56,77.93,2
-6.18,77.01,2
-6.29,76.85,2
-6.39,76.69,2
-6.96,75.86,2
-7.64,74.86,2
-8.32,73.86,2
-9,72.86,2
-9.11,72.69,2
-9.69,71.82,2
-10.4,70.77,2
-11.1,69.72,2
-11.8,68.67,2
-12.03,68.32,2
-12.5,67.62,2
-13.21,66.56,2
-13.91,65.51,2
-14.62,64.45,2
-14.85,64.09,2
-15.3,63.41,2
-15.97,62.39,2
-16.65,61.36,2
-17.32,60.33,2
-17.66,59.81,6
-17.97,59.33,6
-18.59,58.38,6
-19.21,57.43,6
-19.82,56.46,6
-20.13,55.98,6
-20.41,55.52,6
-20.96,54.6,6
-21.55,53.7,6
-22.14,52.79,6
-22.44,52.34,6
-22.75,51.84,6
-23.37,50.85,6
-23.99,49.85,6
-24.61,48.84,6
-25.02,48.17,6
-25.22,47.7,6
-25.83,46.33,6
-26.48,44.97,6
-27.13,43.59,6
-27.56,42.67,6
-27.73,42.28,6
-28.23,41.1,6
-28.73,39.91,6
-29.23,38.72,6
-29.56,37.92,6
-29.73,37.53,6
-30.21,36.36,6
-30.7,35.17,6
-31.18,33.99,6
-31.51,33.19,6
-31.68,32.76,6
-32.21,31.46,6
-32.74,30.15,6
-33.27,28.83,6
-33.62,27.95,6
-33.78,27.54,6
-34.17,26.26,6
-34.47,24.95,1
-34.62,23.59,1
-34.72,22.68,1
-34.76,22.32,1
-34.91,21.23,1
-35.05,20.15,1
-34.91,19.07,1
-34.78,18.35,1
-34.72,17.94,1
-34.53,16.7,1
-34.34,15.47,1
-34.16,14.23,1
-34,13.21,1
-33.97,13,1
-33.82,11.75,1
-33.66,10.5,1
-33.5,9.26,1
-33.37,8.22,1
-33.38,8.02,1
-33.42,6.83,1
-33.42,6.44,1
-33.1,5.74,1
-32.67,4.66,1
-32.32,3.55,1
-31.86,2.35,1
-31.4,1.15,1
-30.94,-0.04,1
-30.48,-1.22,1
-30,-2.44,1
-29.52,-3.67,1
-29.04,-4.88,1
-28.56,-6.09,1
-28.48,-6.29,1
-28.12,-7.21,1
-27.68,-8.3,1
-27.24,-9.39,1
-27,-10.53,1
-27,-10.73,1
-27,-11.48,4
-27,-12.39,4
-27,-13.3,4
-27,-14.21,4
-27,-14.51,4
-27,-15.29,4
-27,-16.47,4
-27,-17.65,4
-27,-18.83,4
-27,-19.22,4
-27,-19.91,4
-27,-20.95,4
-27,-21.99,4
-27,-23.03,4
-27,-23.37,4
-27,-24.04,4
-27,-25.03,4
-27,-26.03,4
-27,-27.02,4
-27,-27.36,4
-27,-28.16,4
-27,-29.38,4
-27,-30.59,4
-27,-31.8,4
-27,-32.41,4
-27,-33.03,4
-27,-34.27,4
-27.2,-35.46,4
-27.69,-36.58,4
-27.93,-37.14,4
-28.18,-37.71,4
-28.68,-38.86,4
-29.17,-40.01,4
-29.67,-41.17,4
-29.92,-41.75,4
-30.16,-42.32,4
-30.65,-43.48,4
-31.15,-44.64,4
-31.64,-45.81,4
-31.88,-46.4,4
-32.12,-46.96,4
-32.58,-48.07,4
-33.04,-49.19,4
-33.5,-50.32,4
-33.73,-50.89,4
-34,-51.54,4
-34.54,-52.86,4
-35.01,-54.21,4
-35.05,-55.56,4
-35.07,-55.85,4
-35.07,-55.24,4
-35.07,-54.51,4
-35.07,-53.83,4
-35.08,-52.47,4
-35.08,-51.1,4
-35.08,-49.74,4
-35.09,-49.06,4
-35.09,-48.33,4
-35.09,-46.87,4
-35.1,-45.41,4
-35.1,-43.95,4
-35.1,-43.46,4
-35.1,-42.5,4
-35.1,-41.05,4
-35.11,-39.61,4
-35.11,-38.16,4
-35.11,-37.68,4
-35.11,-36.73,4
-35.11,-35.3,4
-35.11,-33.87,4
-35.12,-32.44,4
-35.12,-31.96,4
-35.12,-30.99,4
-35.12,-29.53,4
-35.13,-28.07,4
-35.13,-26.61,4
-35.13,-26.36,4
-35.13,-25.2,4
-35.14,-23.8,4
-35.14,-22.4,4
-35.14,-21,4
-35.15,-20.76,4
-35.15,-19.6,4
-35.15,-18.2,4
-35.15,-16.8,4
-35.15,-15.4,4
-35.15,-15.16,4
-35.15,-13.99,4
-35.16,-12.59,4
-35.16,-11.19,1
-35.17,-9.79,1
-35.17,-8.34,1
-35.17,-6.89,1
-35.18,-5.45,1
-35.18,-4,1
-35.18,-2.54,1
-35.19,-1.08,1
-35.19,0.38,1
-35.19,1.85,1
-35.2,3.28,1
-35.2,4.71,1
-35.2,6.14,1
-35.2,7.33,1
-35.21,7.56,1
-35.23,8.93,1
-35.22,10.3,1
-35.22,11.67,1
-35.22,12.81,1
-35.22,13.05,1
-35.26,14.45,1
-35.3,15.86,1
-35.32,17.26,1
-35.23,18.19,1
-35.21,18.67,1
-35.17,20.11,1
-35.13,21.55,1
-35.09,22.99,1
-35.06,23.95,1
-35.06,24.34,1
-35.05,25.53,6
-35.03,26.71,6
-35.02,27.9,6
-35.01,28.69,6
-35.01,29.15,6
-34.85,30.49,6
-34.45,31.78,6
-34.04,33.06,6
-33.77,33.89,6
-33.62,34.33,6
-33.16,35.62,6
-32.7,36.9,6
-32.22,38.16,6
-31.98,38.79,6
-31.73,39.41,6
-31.23,40.65,6
-30.71,41.87,6
-30.19,43.08,6
-29.92,43.67,6
-29.65,44.27,6
-29.1,45.45,6
-28.54,46.62,6
-27.97,47.78,6
-27.68,48.35,6
-27.4,48.91,6
-26.83,50.02,6
-26.26,51.11,6
-25.67,52.2,6
-25.48,52.55,6
-25.06,53.31,6
-24.42,54.44,6
-23.77,55.55,6
-23.11,56.65,6
-22.89,57.01,6
-22.48,57.7,6
-21.85,58.71,6
-21.21,59.72,6
-20.56,60.72,6
-20.35,61.05,6
-19.93,61.69,6
-19.3,62.65,2
-18.66,63.59,2
-18.01,64.53,2
-17.91,64.69,2
-17.41,65.4,2
-16.82,66.24,2
-16.22,67.08,2
-15.62,67.92,2
-15.52,68.06,2
-15.03,68.68,2
-14.45,69.44,2
-13.9,70.22,2
-13.34,70.99,2
-13.25,71.12,2
-12.8,71.68,2
-12.28,72.37,2
-11.76,73.06,2
-11.23,73.75,2
-10.66,74.47,2
-10.09,75.2,2
-9.52,75.93,2
-8.95,76.66,2
-8.38,77.36,2
-7.82,78.06,2
-7.26,78.76,2
-6.7,79.45,2
-6.02,80.29,2
-5.34,81.12,2
-4.66,81.95,2
-4.09,82.64,2
-3.97,82.79,2
-3.27,83.63,2
-2.57,84.48,2
-1.87,85.33,2
-1.29,86.03,2
-1.16,86.18,2
-0.42,87.07,2
0.32,87.97,2
1.06,88.86,2
1.55,89.45,2
1.8,89.75,2
2.54,90.65,2
3.28,91.54,2
4.02,92.44,2
4.51,93.04,2
4.76,93.34,2
5.48,94.24,5
6.17,95.15,5
5.87,96.26,5
5.66,97.01,5
5.56,97.39,5
4.95,98.42,5
4.3,99.42,5
3.44,100.25,5
2.88,100.81,5
2.75,101.08,5
2.24,101.84,5
1.74,102.59,5
1.24,103.35,5
1.15,103.78,5
1.26,103.95,5
1.26,104.05,5
2.03,104.89,5
2.78,105.23,5
3.15,105.38,5
4.18,105.98,5
5.06,106.81,5
5.94,107.64,5
6.53,108.2,5
6.84,108.45,5
7.75,109.21,5
8.86,109.51,5
10.03,109.68,5
10.81,109.8,5
11.21,109.86,5
12.4,110,5
13.61,110.01,5
14.81,110.02,0
15.57,109.8,0
15.92,109.59,0
16.97,108.98,0
18.01,108.36,0
19.17,108.23,0
19.97,108.29,0
20.36,108.38,0
21.25,108.58,0
1.25,103.95,5
1.58,102.97,5
2.24,101.92,5
2.94,100.89,5
3.62,100.1,5
3.75,99.95,5
4.56,99.03,5
5.37,98.11,5
5.73,96.94,5
6.02,95.97,5
6.08,95.77,5
5.82,94.67,5
5.08,93.65,2
4.34,92.63,2
3.6,91.62,2
2.83,90.65,2
2.07,89.69,2
1.3,88.73,2
0.53,87.77,2
-0.21,86.83,2
-0.95,85.89,2
-1.69,84.96,2
-2.43,84.02,2
-3.18,83.08,2
-3.92,82.13,2
-4.67,81.19,2
-5.41,80.24,2
-5.53,80.08,2
-6.14,79.31,2
-6.87,78.37,2
-7.59,77.43,2
-8.31,76.49,2
-8.43,76.33,2
-9.04,75.53,2
-9.77,74.56,2
-10.49,73.59,2
-11.21,72.61,2
-11.33,72.45,2
-11.95,71.62,2
-12.68,70.62,2
-13.4,69.62,2
-14.13,68.61,2
-14.37,68.27,2
-14.84,67.59,2
-15.56,66.57,2
-16.26,65.55,2
-16.97,64.51,2
-17.2,64.17,2
-17.66,63.47,2
-18.34,62.41,2
-19.02,61.35,6
-19.69,60.28,6
-19.92,59.92,6
-20.35,59.22,6
-20.99,58.18,6
-21.63,57.12,6
-22.26,56.05,6
-22.47,55.7,6
-22.9,54.95,6
-23.54,53.82,6
-24.17,52.67,6
-24.68,51.72,6
-24.79,51.51,6
-25.12,50.9,6
-25.44,50.27,6
-26.08,49,6
-26.71,47.71,6
-27.33,46.42,6
-27.63,45.77,6
-27.93,45.14,6
-28.5,43.87,6
-29.07,42.59,6
-29.62,41.3,6
-29.98,40.43,6
-30.17,39.98,6
-30.72,38.6,6
-31.25,37.2,6
-31.77,35.79,6
-32.1,34.85,6
-32.26,34.39,6
-32.73,33,6
-33.18,31.59,6
-33.62,30.17,6
-33.9,29.23,6
-34.08,28.76,6
-34.62,27.33,6
-35,25.83,6
-35.32,24.3,1
-35.53,23,1
-35.58,22.76,1
-35.83,21.3,1
-36.04,19.84,1
-35.91,18.35,1
-35.78,17.12,1
-35.81,16.87,1
-35.96,15.39,1
-36.09,13.9,1
-36.2,12.41,1
-36.28,11.18,1
-36.3,10.95,1
-36.38,9.55,1
-36.44,8.15,1
-36.49,6.75,1
-36.52,5.37,1
-36.52,3.88,1
-36.5,2.39,1
-36.46,0.9,1
-36.42,-0.38,1
-36.4,-0.57,1
-36.34,-2.01,1
-36.25,-3.46,1
-36.14,-4.89,1
-36,-6.32,1
-35.86,-7.79,1
-35.71,-9.26,1
-35.54,-10.72,1
-35.35,-12.18,4
-35.32,-12.4,4
-35.14,-13.6,4
-34.91,-15.04,4
-34.66,-16.46,4
-34.39,-17.88,4
-34.35,-18.1,4
-34.12,-19.23,4
-33.84,-20.58,4
-33.53,-21.91,4
-33.22,-23.24,4
-33.17,-23.45,4
-32.9,-24.58,4
-32.56,-25.93,4
-32.2,-27.26,4
-31.84,-28.59,4
-31.72,-29.02,4
-31.45,-29.91,4
-31.04,-31.25,4
-30.62,-32.57,4
-30.18,-33.88,4
-30.03,-34.3,4
-29.73,-35.17,4
-29.26,-36.48,4
-28.78,-37.76,4
-28.28,-39.04,4
-28.03,-39.67,4
-27.77,-40.31,4
-27.25,-41.59,4
-26.71,-42.85,4
-26.16,-44.1,4
-25.88,-44.72,4
-25.53,-45.32,4
-24.39,-46.08,4
-24.02,-46.33,4
-24.12,-46.38,4
-24.47,-46.28,4
-25.37,-45.64,4
-25.9,-44.58,4
-26.15,-44.03,4
-26.4,-43.49,4
-26.89,-42.39,4
-27.37,-41.28,4
-27.84,-40.16,4
-28.07,-39.6,4
-28.29,-39.04,4
-28.74,-37.91,4
-29.18,-36.76,4
-29.61,-35.61,4
-29.75,-35.23,4
-30.04,-34.43,4
-30.46,-33.23,4
-30.87,-32.01,4
-31.27,-30.78,4
-31.4,-30.38,4
-31.66,-29.54,4
-32.04,-28.26,4
-32.41,-26.97,4
-32.77,-25.67,4
-32.88,-25.25,4
-33.11,-24.39,4
-33.44,-23.1,4
-33.75,-21.79,4
-34.05,-20.47,4
-34.1,-20.27,4
-34.32,-19.19,4
-34.58,-17.9,4
-34.82,-16.6,4
-35.05,-15.29,4
-35.08,-15.08,4
-35.27,-13.98,4
-35.47,-12.64,4
-35.66,-11.31,1
-35.84,-9.96,1
-35.87,-9.75,1
-36,-8.6,1
-36.15,-7.22,1
-36.28,-5.83,1
-36.4,-4.45,1
-36.5,-3.06,1
-36.59,-1.66,1
-36.66,-0.26,1
-36.78,1.12,1
-36.9,2.52,1
-37.01,3.93,1
-37.1,5.34,1
-37.17,6.73,1
-37.22,8.15,1
-37.25,9.57,1
-37.27,10.98,1
-37.27,12.15,1
-37.27,12.38,1
-37.25,13.77,1
-37.23,15.15,1
-37.18,16.53,1
-37.13,17.67,1
-37.12,17.9,1
-37.04,19.28,1
-36.95,20.65,1
-36.84,22.03,1
-36.73,23.15,1
-36.71,23.37,1
-36.58,24.69,1
-36.43,26,6
-36.26,27.31,6
-36.15,28.17,6
-36.07,28.59,6
-35.76,29.82,6
-35.4,31.03,6
-35.02,32.23,6
-34.77,33.02,6
-34.64,33.41,6
-34.24,34.58,6
-33.83,35.74,6
-33.41,36.89,6
-33.2,37.45,6
-33,37.98,6
-32.58,39.03,6
-32.16,40.07,6
-31.73,41.1,6
-31.52,41.6,6
-31.29,42.12,6
-30.84,43.16,6
-30.37,44.2,6
-29.9,45.22,6
-29.67,45.72,6
-29.43,46.2,6
-28.96,47.17,6
-28.48,48.12,6
-27.99,49.07,6
-27.75,49.53,6
-27.52,49.97,6
-27.05,50.84,6
-26.58,51.7,6
-26.11,52.55,6
-25.95,52.83,6
-25.65,53.36,6
-25.19,54.15,6
-24.73,54.93,6
-24.27,55.71,6
-24.12,55.97,6
-23.83,56.45,6
-23.39,57.16,6
-22.94,57.88,6
-22.5,58.58,6
-22.35,58.82,6
-21.99,59.38,6
-21.45,60.21,6
-20.91,61.04,6
-20.37,61.86,6
-20.18,62.13,6
-19.8,62.7,2
-19.22,63.53,2
-18.64,64.37,2
-18.05,65.2,2
-17.95,65.33,2
-17.46,66.01,2
-16.88,66.82,2
-16.29,67.63,2
-15.7,68.43,2
-15.6,68.57,2
-15.1,69.24,2
-14.49,70.03,2
-13.88,70.83,2
-13.27,71.62,2
-13.17,71.75,2
-12.67,72.39,2
-12.06,73.16,2
-11.46,73.92,2
-10.85,74.68,2
-10.2,75.49,2
-9.55,76.3,2
-8.9,77.1,2
-8.25,77.9,2
-7.56,78.74,2
-6.87,79.58,2
-6.18,80.41,2
-5.48,81.25,2
-4.76,82.11,2
-4.04,82.96,2
-3.32,83.81,2
-2.6,84.67,2
-1.87,85.53,2
-1.13,86.4,2
-0.4,87.26,2
0.22,87.98,2
0.34,88.13,2
1.09,89,2
1.83,89.88,2
2.58,90.75,2
3.2,91.48,2
3.32,91.63,2
4.06,92.48,2
4.8,93.34,2
5.53,94.19,5
6.07,94.95,5
6.05,95.13,5
5.97,96.23,5
5.66,97.26,5
5.06,98.18,5
4.67,98.8,5
4.43,99.08,5
3.71,99.9,5
3,100.73,5
2.41,101.64,5
1.95,102.2,5
1.76,102.52,5
1.16,103.45,5
1.22,103.92,5
1.25,104.05,5
1.34,104.4,5
2.24,105.06,5
3.31,105.41,5
3.8,105.68,5
3.98,105.78,5
4.36,105.94,5
5.43,106.53,5
6.39,107.29,5
7.34,108.06,5
7.98,108.57,5
8.33,108.78,5
9.39,109.44,5
10.44,110.09,5
11.5,110.74,5
12.2,111.18,5
12.54,111.44,5
13.55,112.2,0
14.55,112.97,0
15.7,113.49,0
16.48,113.78,0
16.84,113.97,0
17.9,114.55,0
18.97,115.13,0
20.03,115.71,0
20.57,116,0
20.73,116.1,0
21.06,116.27,0
22.02,116.78,0
22.94,117.36,0
23.63,118.26,0
24.08,118.87,0
24.35,119.19,0
25.14,120.17,0
26.01,121.04,0
27.1,121.6,0
27.82,121.98,0
28.13,122.23,0
29.12,122.88,0
30.15,123.49,0
31.27,123.54,0
32.03,123.48,0
32.41,123.45,0
33.53,123.36,0
34.66,123.27,0
35.78,123.18,0
36.53,123.12,0
36.93,123.08,0
37.95,122.6,0
38.8,121.97,0
27.77,-96.92,7
27.47,-96.35,7
26.98,-95.4,7
26.9,-95.18,7
26.38,-93.88,7
25.82,-92.61,7
25.15,-91.4,7
24.6,-90.4,7
24.5,-90.22,7
23.93,-89.13,7
23.36,-88.05,7
22.78,-86.97,7
22.4,-86.25,7
22.13,-85.92,7
21.33,-84.91,7
20.87,-83.7,7
20.4,-82.49,7
20.08,-81.68,7
19.93,-81.27,7
19.48,-80.04,7
19.14,-78.77,7
18.8,-77.51,7
18.57,-76.67,7
18.43,-76.27,7
18.03,-75.07,7
17.63,-73.88,7
17.23,-72.69,7
17.03,-72.1,7
16.84,-71.5,7
16.46,-70.3,7
16.09,-69.11,7
15.71,-67.91,7
15.52,-67.32,7
15.33,-66.73,7
14.95,-65.56,7
14.58,-64.4,7
14.2,-63.23,7
14.02,-62.65,7
13.82,-62.07,7
13.39,-60.93,7
12.74,-59.9,7
12.08,-58.87,7
11.87,-58.53,7
11.41,-57.83,7
10.72,-56.77,7
10.03,-55.72,7
9.35,-54.67,7
9.12,-54.32,7
8.66,-53.62,7
7.97,-52.57,7
7.28,-51.52,7
6.6,-50.48,7
6.37,-50.13,7
5.94,-49.48,7
5.3,-48.51,7
4.66,-47.53,7
4.02,-46.56,7
3.92,-46.4,7
3.34,-45.54,4
2.66,-44.5,4
1.97,-43.47,4
1.28,-42.44,4
1.17,-42.27,4
0.6,-41.46,4
-0.09,-40.5,4
-0.77,-39.54,4
-1.45,-38.58,4
-1.57,-38.42,4
-2.09,-37.62,4
-2.71,-36.65,4
-3.34,-35.69,4
-3.96,-34.73,4
-4.07,-34.57,4
-4.61,-33.71,4
-5.26,-32.68,4
-5.91,-31.65,4
-6.57,-30.62,4
-7.25,-29.65,4
-7.88,-28.64,4
-8.5,-27.62,4
-9.12,-26.6,4
-9.75,-25.61,4
-10.37,-24.61,4
-11,-23.61,4
-11.62,-22.6,4
-12.22,-21.55,4
-12.82,-20.5,4
-13.42,-19.44,4
-14.02,-18.38,4
-14.72,-17.33,4
-15.43,-16.26,4
-16.12,-15.19,4
-16.82,-14.12,4
-17.51,-13,4
-18.19,-11.88,4
-18.87,-10.75,4
-19.43,-9.8,4
-19.55,-9.61,1
-20.24,-8.48,1
-20.93,-7.35,1
-21.61,-6.2,1
-22.17,-5.23,1
-22.28,-5.04,1
-22.96,-3.91,1
-23.63,-2.76,1
-24.29,-1.6,1
-24.83,-0.63,1
-24.94,-0.45,1
-25.6,0.66,1
-26.24,1.78,1
-26.88,2.92,1
-27.4,3.87,1
-27.51,4.06,1
-28.19,5.23,1
-28.85,6.41,1
-29.51,7.61,1
-29.93,8.42,1
-30.15,8.81,1
-30.81,10,1
-31.46,11.2,1
-32.11,12.41,1
-32.55,13.22,1
-32.75,13.62,1
-33.36,14.83,1
-33.97,16.06,1
-34.58,17.29,1
-34.98,18.12,1
-35.19,18.55,1
-35.21,20.01,1
-35.12,21.49,1
-35.01,22.98,1
-34.97,23.72,1
-34.79,24.39,1
-34.44,25.72,6
-34.08,27.05,6
-33.73,28.37,6
-33.55,29.03,6
-33.32,29.67,6
-32.86,30.95,6
-32.33,32.19,6
-31.78,33.4,6
-31.5,34,6
-31.24,34.65,6
-30.72,35.94,6
-30.18,37.21,6
-29.63,38.47,6
-29.45,38.88,6
-29.11,39.68,6
-28.61,40.86,6
-28.11,42.04,6
-27.6,43.21,6
-27.43,43.6,6
-27.15,44.25,6
-26.73,45.21,6
-26.31,46.17,6
-25.89,47.13,6
-25.75,47.45,6
-25.37,48.25,6
-24.8,49.45,6
-24.23,50.65,6
-23.66,51.84,6
-23.57,52.03,6
-23.13,53.06,6
-22.6,54.28,6
-22.08,55.5,6
-21.55,56.71,6
-21.47,56.92,6
-21.04,57.8,6
-20.48,58.84,6
-19.93,59.87,6
-19.38,60.9,6
-19.28,61.07,6
-18.84,61.91,2
-18.3,62.91,2
-17.77,63.92,2
-17.23,64.92,2
-16.67,65.96,2
-16.11,67.01,2
-15.55,68.05,2
-14.98,69.08,2
-14.39,70.17,2
-13.79,71.26,2
-13.2,72.34,2
-12.6,73.42,2
-12.01,74.5,2
-11.42,75.57,2
-10.82,76.64,2
-10.23,77.72,2
-9.49,78.57,2
-8.73,79.4,2
-7.96,80.23,2
-7.32,80.92,2
-7.17,81.07,2
-6.32,81.96,2
-5.46,82.86,2
-4.6,83.76,2
-3.88,84.5,2
-3.73,84.66,2
-2.79,85.64,2
-1.85,86.61,2
-0.91,87.59,2
-0.13,88.4,2
0.01,88.55,2
0.89,89.46,2
1.77,90.37,2
2.65,91.28,2
3.38,92.03,2
3.53,92.19,2
4.4,93.16,2
5.27,94.13,5
6.05,95.12,5
5.85,95.97,5
5.78,96.38,5
5.55,97.62,5
5.07,98.73,5
4.17,99.61,5
3.57,100.2,5
3.25,100.49,5
2.49,101.52,5
1.74,102.55,5
1.17,103.63,5
1.08,103.7,5
1.33,104.38,5
2.28,104.91,5
3.12,105.22,5
3.54,105.32,5
4.72,105.81,5
5.71,106.66,5
6.71,107.51,5
7.37,108.08,5
7.72,108.3,5
8.78,108.96,5
9.85,109.61,5
10.03,109.72,5
11.01,110.27,5
11.8,110.72,5
12.19,110.95,5
13.37,111.65,5
14.55,112.35,0
15.73,113.05,0
16.58,113.3,0
17.01,113.33,0
18.27,113.43,0
19.54,113.52,0
20.81,113.62,0
21.65,113.68,0
21.82,113.8,0
22.15,113.83,0
21.42,114.33,0
21.37,114.37,0
20.32,115.16,0
19.62,115.68,0
19.27,115.91,0
18.23,116.6,0
17.19,117.28,0
16.15,117.95,0
15.45,118.4,0
15.11,118.65,0
14.08,119.4,0
13.08,120.18,0
12.01,120.79,0
11.22,120.52,0
10.8,120.37,0
9.49,120.33,5
8.18,120.26,5
6.88,120.09,5
6.03,119.85,5
5.63,119.76,5
5.22,119.66,5
4.42,119.61,5
3.23,119.54,5
2.05,119.35,5
1.27,119.18,5
0.9,119,5
0.08,118.08,5
-0.24,117.67,5
-0.2,117.65,5
0.18,118.35,5
0.42,118.68,5
1.52,119.12,5
2.73,119.32,5
3.93,119.51,5
4.73,119.62,5
5.13,119.65,5
6.32,119.9,5
7.53,120.1,5
8.72,120.35,5
9.47,120.67,5
9.84,120.83,5
10.95,121.33,0
12.01,120.97,0
12.92,120.17,0
13.7,119.95,0
14.09,119.82,0
15.29,119.55,0
16.48,119.63,0
17.62,120.1,0
18.38,120.42,0
18.8,120.52,0
20.06,120.83,0
21.31,121.14,0
22.54,121.55,0
23.32,121.93,0
23.71,122.06,0
24.9,122.46,0
26.1,122.79,0
27.33,122.94,0
28.15,123.05,0
28.51,123.09,0
29.6,123.22,0
30.69,123.35,0
30.83,123.37,0
31.34,122.9,0
25.03,119.05,0
24.92,119.23,0
24,119.94,0
22.8,119.89,0
21.59,119.85,0
20.78,119.82,0
20.38,119.79,0
19.15,119.7,0
17.93,119.61,0
16.71,119.52,0
15.92,119.67,0
15.48,119.71,0
14.17,119.83,0
13.02,120.42,0
11.84,120.99,0
11.02,121.3,0
10.59,121.15,0
9.36,120.58,5
8.08,120.19,5
6.74,119.99,5
5.85,119.85,5
5.47,119.75,5
4.23,119.42,5
3.07,118.84,5
1.92,118.27,5
1.98,118.32,5
1.92,118.5,5
2.4,118.93,5
2.76,118.95,5
3.77,119.31,5
4.79,119.66,5
5.86,119.78,5
6.55,120,5
6.93,120.06,5
8.08,120.26,5
9.2,120.54,5
10.27,120.99,0
10.98,121.3,0
11.39,121.32,0
12.47,120.74,0
13.52,120.09,0
14.64,119.59,0
15.42,119.32,0
15.78,119.17,0
16.87,118.72,0
17.95,118.26,0
19.04,117.81,0
19.77,117.5,0
20.1,117.29,0
21.11,116.65,0
22.11,116.01,0
22.62,115.68,0
-32.28,-51.8,4
-32.45,-50.74,4
-32.69,-49.16,4
-32.94,-47.56,4
-33.18,-45.97,4
-33.27,-45.43,4
-33.43,-44.39,4
-33.67,-42.83,4
-33.91,-41.26,4
-34.15,-39.69,4
-34.23,-39.17,4
-34.39,-38.14,4
-34.63,-36.59,4
-34.87,-35.03,4
-35.1,-33.47,4
-35.18,-32.95,4
-35.35,-31.87,4
-35.59,-30.24,4
-35.83,-28.61,4
-36.08,-26.97,4
-36.12,-26.7,4
-36.31,-25.47,4
-36.56,-23.78,4
-36.81,-22.07,4
-37.06,-20.35,4
-37.1,-20.07,4
-37.3,-18.66,4
-37.55,-16.96,4
-37.8,-15.26,4
-38.04,-13.55,4
-38.08,-13.27,4
-38.28,-11.89,1
-38.53,-10.24,1
-38.77,-8.58,1
-39.01,-6.91,1
-39.05,-6.63,1
-39.25,-5.22,1
-39.5,-3.51,1
-39.74,-1.8,1
-39.98,-0.08,1
-39.99,1.66,1
-39.99,3.4,1
-40,5.14,1
-40,6.88,1
-40,8.68,1
-39.99,10.47,1
-39.99,12.27,1
-39.98,13.77,1
-39.98,14.08,1
-39.99,15.96,1
-39.99,17.84,1
-40,19.72,1
-40,21.28,1
-40,21.58,1
-40,23.37,1
-40,25.16,1
-39.95,26.94,6
-39.88,28.42,6
-39.87,28.71,6
-39.77,30.45,6
-39.65,32.18,6
-39.5,33.91,6
-39.38,35.03,6
-39.32,35.63,6
-39.11,37.41,6
-38.88,39.18,6
-38.62,40.94,6
-38.43,42.08,6
-38.34,42.64,6
-38.03,44.32,6
-37.7,45.97,6
-37.34,47.62,6
