,pickup_cluster,lat,lon
16219,0,13.7,120.04
16220,0,14.83,119.82
16221,0,15.6,119.72
16222,0,15.96,119.69
16223,0,17.02,119.7
16224,0,18.05,120.03
16225,0,19.08,120.36
16226,0,19.77,120.58
16227,0,20.09,120.68
16228,0,21.07,120.95
16229,0,22.05,121.23
16230,0,23.03,121.53
16231,0,23.67,121.77
16232,0,24.03,121.86
16233,0,25.12,122.13
16234,0,26.21,122.41
16235,0,27.31,122.69
16236,0,28.03,122.88
16237,0,28.39,122.96
16238,0,29.46,123.19
16239,0,30.54,123.42
16240,0,31.03,123.02
16241,0,35.12,119.7
16242,0,35.07,120.44
16243,0,34.73,121.85
16244,0,34.38,122.75
16245,0,34.04,123.01
16246,0,32.87,123.42
16247,0,31.69,123.76
16248,0,30.48,123.89
16249,0,29.72,123.58
16250,0,29.63,123.5
16251,0,29.58,123.17
16252,0,29.65,122.45
16253,0,22.13,113.78
16254,0,22.13,113.78
16255,0,22.14,114.14
16256,0,22.01,114.51
16257,0,20.84,115.2
16258,0,19.67,115.89
16259,0,18.49,116.58
16260,0,17.71,117.03
16261,0,17.33,117.27
16262,0,16.2,118.0
16263,0,15.06,118.72
16264,0,13.92,119.44
